selling_price,km_driven,fuel,seller_type,transmission,owner,car_age
60000,0.015753678402959433,4,1,1,0,1.4025658447878866
135000,-0.40465030315317363,4,1,1,0,1.4025658447878866
600000,0.646359650737159,1,1,1,0,0.22641758268964243
250000,-0.48873109946440024,4,1,1,0,-0.9497306794086018
450000,1.5081878129272317,1,1,1,2,-0.24404172214965525
140000,1.1718646276823252,4,1,1,0,1.4025658447878866
550000,-0.9301552800983399,4,1,1,0,-0.7145010269889529
240000,-0.1944483123751071,4,1,1,2,-0.24404172214965525
850000,-0.9301552800983399,4,1,1,0,-0.4792713745693041
365000,0.18391527102541266,0,1,1,0,-0.9497306794086018
260000,-0.7199532893202734,4,1,1,0,-0.4792713745693041
250000,0.646359650737159,4,1,1,0,-0.24404172214965525
1650000,-0.9301552800983399,4,0,0,0,-1.1849603318282507
585000,-0.9511754791761465,4,0,1,0,-0.4792713745693041
1195000,-1.350559261654473,1,0,1,0,-1.4201899842478996
390000,-0.7619936874758867,1,1,1,2,-0.008812069730006403
1964999,-0.86709468286492,1,0,0,0,-0.24404172214965525
1425000,-0.21546851145291374,1,0,0,0,-0.008812069730006403
975000,-1.3610693611933762,1,0,0,0,-1.1849603318282507
1190000,2.2417927607426837,1,0,0,0,0.4616472351092913
930000,-1.1508673704153098,4,0,1,0,-1.1849603318282507
525000,-1.1403572708764065,4,1,1,0,-1.1849603318282507
1735000,-0.40465030315317363,1,0,0,0,-0.008812069730006403
1375000,-0.7451775282136414,1,0,0,2,0.22641758268964243
450000,1.2853737027024812,1,0,0,2,0.4616472351092913
900000,-0.40465030315317363,4,1,0,0,-0.7145010269889529
1300000,0.22595566918102594,1,1,1,0,-0.4792713745693041
1400000,-1.2454582662654397,4,1,1,0,-1.4201899842478996
850000,1.0457434332154854,4,0,0,0,0.6968768875289402
229999,-0.1944483123751071,4,1,1,1,-0.24404172214965525
1550000,0.13767083305423802,1,0,0,2,-0.008812069730006403
1250000,0.18391527102541266,1,0,0,4,0.9321065399485889
625000,-0.6148522939312401,1,1,1,0,0.22641758268964243
1050000,-0.40465030315317363,1,1,1,0,-0.24404172214965525
560000,0.09983447471418604,1,1,1,2,-0.24404172214965525
290000,-0.11036751606388048,4,1,1,2,-0.24404172214965525
275000,-0.1944483123751071,4,1,1,2,0.22641758268964243
411000,1.066763632293292,1,1,1,2,0.9321065399485889
150000,0.2049354701032193,4,1,1,4,0.9321065399485889
500000,-1.1403572708764065,4,1,1,0,-1.4201899842478996
100000,0.22595566918102594,4,1,1,0,1.6377954972075355
725000,-1.0667865741040832,1,0,1,0,-0.9497306794086018
401000,-1.2412542264498783,4,0,1,0,-1.1849603318282507
750000,-0.8460744837871133,1,0,1,0,-1.1849603318282507
310000,-0.86709468286492,4,0,1,0,-1.1849603318282507
665000,-0.48873109946440024,1,0,1,0,-0.7145010269889529
465000,0.015753678402959433,1,0,1,0,-0.24404172214965525
160000,-0.1944483123751071,4,1,1,2,0.22641758268964243
250000,-0.7199532893202734,1,1,1,2,3.990092021404024
675000,0.4361576599590925,1,0,1,0,-0.24404172214965525
300000,0.22595566918102594,4,0,1,0,-0.008812069730006403
